name,street,city,age,email,price_issue,quality_issue,service_issue,delivery_issue,description_issue,product_code,quarter
Quinn Bronze,1414 Birch Road,Rivertown,39,quinn.bronze@example.com,False,False,False,True,True,G,2020-Q1
Jill Turner,1100 Fir Avenue,Mountainview,45,jill.turner@example.com,False,False,True,False,False,C,2021-Q2
Jake Turner,1100 Fir Avenue,Mountainview,50,jake.turner@example.com,False,True,False,False,False,C,2021-Q3
Jasmine Turner,1100 Fir Avenue,Mountainview,48,jasmine.turner@example.com,False,False,True,False,True,C,2021-Q4
John Turner,1100 Fir Avenue,Mountainview,46,john.turner@example.com,True,False,True,False,False,C,2021-Q1
Janet Turner,1100 Fir Avenue,Mountainview,49,janet.turner@example.com,False,False,True,True,False,C,2021-Q2
Alice Smith,123 Maple Street,Springfield,34,alice.smith@example.com,True,False,False,False,False,A,2022-Q1
Bob Johnson,456 Oak Avenue,Rivertown,29,bob.johnson@example.com,False,True,False,False,False,B,2022-Q2
Cathy Brown,789 Pine Road,Lakeside,41,cathy.brown@example.com,False,False,False,True,False,D,2022-Q3
David Wilson,321 Birch Lane,Hilltop,52,david.wilson@example.com,False,False,False,False,True,E,2022-Q4
Eva Martinez,654 Cedar Street,Greenfield,37,eva.martinez@example.com,True,False,False,False,False,F,2023-Q1
Franklin Lee,987 Spruce Avenue,Brookside,45,franklin.lee@example.com,False,True,False,False,False,G,2023-Q2
Grace Kim,159 Elm Street,Riverside,28,grace.kim@example.com,False,False,True,False,False,H,2023-Q3
Henry Clark,753 Willow Drive,Seaside,39,henry.clark@example.com,False,False,False,True,False,A,2023-Q4
Ivy Lewis,852 Aspen Way,Meadowville,33,ivy.lewis@example.com,True,False,False,False,False,B,2021-Q1
Jackie Nguyen,951 Poplar Street,Sunnydale,42,jackie.nguyen@example.com,False,True,False,False,False,C,2021-Q2
Kevin Patel,147 Cypress Court,Clearwater,36,kevin.patel@example.com,False,False,True,False,False,D,2021-Q3
Laura White,258 Redwood Avenue,Pinehill,31,laura.white@example.com,False,False,False,True,False,E,2021-Q4
Michael Green,369 Chestnut Street,Valleyview,38,michael.green@example.com,False,False,False,False,True,F,2022-Q1
Nina Adams,741 Walnut Lane,Hillcrest,44,nina.adams@example.com,True,False,False,False,False,G,2022-Q2
Oscar Perez,963 Beech Street,Ridgewood,40,oscar.perez@example.com,False,True,False,False,False,H,2022-Q3
Liam Martin,1111 Redwood Street,Lakeside,34,liam.martin@example.com,False,True,False,True,False,G,2023-Q3
Sophia Martin,1111 Redwood Street,Lakeside,38,sophia.martin@example.com,True,False,True,False,False,G,2023-Q3
Noah Martin,1111 Redwood Street,Lakeside,40,noah.martin@example.com,False,False,True,True,False,G,2023-Q3
Emma Martin,1111 Redwood Street,Lakeside,36,emma.martin@example.com,True,False,False,False,True,G,2023-Q3
Olivia Martin,1111 Redwood Street,Lakeside,35,olivia.martin@example.com,True,True,False,False,False,G,2023-Q3
Ethan Brown,2222 Maple Avenue,Springfield,29,ethan.brown@example.com,False,True,False,False,True,A,2023-Q2
Ava Johnson,3333 Oak Lane,Rivertown,42,ava.johnson@example.com,True,False,True,False,False,B,2023-Q1
Lucas Smith,4444 Pine Street,Hillview,31,lucas.smith@example.com,False,False,True,True,False,C,2023-Q4
Isabella Davis,5555 Birch Road,Meadowfield,27,isabella.davis@example.com,True,True,False,False,False,D,2022-Q4
Mason Wilson,6666 Cedar Avenue,Brookside,45,mason.wilson@example.com,False,False,False,True,True,E,2022-Q3
Sophia Taylor,7777 Elm Street,Riverside,33,sophia.taylor@example.com,True,False,True,False,False,F,2022-Q2
James Anderson,8888 Spruce Lane,Lakeside,39,james.anderson@example.com,False,True,False,False,True,H,2022-Q1
Amelia Thomas,9999 Willow Drive,Hillview,28,amelia.thomas@example.com,True,False,False,True,False,A,2021-Q4
Oliver Jackson,1010 Aspen Way,Springfield,37,oliver.jackson@example.com,False,True,True,False,False,B,2021-Q3
Charlotte White,1111 Redwood Street,Lakeside,36,charlotte.white@example.com,True,False,False,True,False,G,2021-Q2
Henry Harris,1212 Cypress Court,Rivertown,30,henry.harris@example.com,False,False,True,False,True,C,2021-Q1
Mia Clark,1313 Poplar Street,Meadowfield,41,mia.clark@example.com,True,True,False,False,False,D,2020-Q4
William Lewis,1414 Fir Avenue,Brookside,32,william.lewis@example.com,False,False,False,True,True,E,2020-Q3
Emily Walker,1515 Ash Lane,Riverside,44,emily.walker@example.com,True,False,True,False,False,F,2020-Q2
Benjamin Hall,1616 Cherry Road,Springfield,26,benjamin.hall@example.com,False,True,False,False,True,H,2020-Q1
Jessica Black,56 Cedar Road,Hilltown,29,jessica.black@example.com,False,False,False,True,False,D,2023-Q3
Jessica White,57 Cedar Road,Hilltown,28,jessica.w@example.com,False,False,True,False,False,D,2023-Q3
Jess White,56 Cedar Road,Hilltown,28,jess.white@example.com,False,True,False,False,False,D,2023-Q3
Jessica White,58 Cedar Road,Hilltown,28,j.white@example.com,True,False,False,False,False,D,2023-Q3
Jessica White,56 Cedar Road,Hilltown,28,jessica.white2@example.com,False,False,False,True,True,D,2023-Q3
Michael Green,12 Oak Street,Rivertown,35,michael.green@example.com,True,False,False,False,False,A,2023-Q1
Emily Brown,34 Pine Avenue,Lakeside,42,emily.brown@example.com,False,True,False,False,False,B,2023-Q2
John Smith,78 Maple Lane,Hilltown,30,john.smith@example.com,False,False,True,False,False,C,2023-Q3
Sarah Johnson,90 Birch Boulevard,Seaside,25,sarah.johnson@example.com,False,False,False,True,False,E,2023-Q4
David Wilson,23 Elm Street,Hilltown,40,david.wilson@example.com,False,False,False,False,True,F,2023-Q1
Laura Martinez,45 Spruce Road,Rivertown,33,laura.martinez@example.com,True,False,False,False,False,G,2023-Q2
James Lee,67 Willow Way,Lakeside,29,james.lee@example.com,False,True,False,False,False,H,2023-Q3
Anna Kim,89 Cedar Road,Seaside,27,anna.kim@example.com,False,False,True,False,False,A,2023-Q4
Robert Brown,101 Pine Avenue,Hilltown,36,robert.brown@example.com,False,False,False,True,False,B,2023-Q1
Linda Davis,112 Maple Lane,Rivertown,31,linda.davis@example.com,True,False,False,False,False,C,2023-Q2
Kevin Harris,123 Birch Boulevard,Lakeside,38,kevin.harris@example.com,False,True,False,False,False,D,2023-Q3
Nancy Clark,134 Elm Street,Seaside,26,nancy.clark@example.com,False,False,True,False,False,E,2023-Q4
Paul Lewis,145 Spruce Road,Hilltown,32,paul.lewis@example.com,False,False,False,True,False,F,2023-Q1
Karen Walker,156 Willow Way,Rivertown,34,karen.walker@example.com,True,False,False,False,False,G,2023-Q2
Steven Hall,167 Cedar Road,Lakeside,37,steven.hall@example.com,False,True,False,False,False,H,2023-Q3
Franklin Green,702 Spruce Street,Meadowville,37,franklin.green@example.com,False,True,False,False,False,G,2022-Q3
Frances Green,700 Spruce Street,Meadowville,36,frances.green@example.com,False,True,False,True,False,G,2022-Q2
Frank Green Jr.,701 Spruce Street,Meadowville,35,frank.jr.green@example.com,False,True,False,False,False,G,2022-Q4
Francine Green,703 Spruce Street,Meadowville,34,francine.green@example.com,False,True,True,False,False,G,2022-Q1
Franklin Greene,704 Spruce Street,Meadowville,36,franklin.greene@example.com,True,True,False,False,False,G,2022-Q2
Alice Johnson,123 Maple Avenue,Springfield,29,alice.johnson@example.com,True,False,False,False,True,A,2023-Q1
Bob Smith,456 Oak Street,Rivertown,42,bob.smith@example.com,False,False,True,True,False,B,2023-Q2
Carol White,789 Pine Road,Lakeside,33,carol.white@example.com,False,True,False,False,True,C,2023-Q3
David Brown,321 Birch Lane,Hilltop,50,david.brown@example.com,True,False,True,False,False,D,2023-Q4
Eve Black,654 Cedar Street,Valleyview,27,eve.black@example.com,False,False,False,True,True,E,2022-Q4
George King,987 Elm Avenue,Mountainville,45,george.king@example.com,True,True,False,False,False,F,2022-Q3
Hannah Lee,159 Spruce Street,Forestville,38,hannah.lee@example.com,False,False,True,True,False,H,2022-Q2
Ian Gray,753 Willow Road,Seaside,31,ian.gray@example.com,True,False,False,False,True,A,2023-Q1
Jane Doe,852 Ash Street,Riverside,40,jane.doe@example.com,False,True,True,False,False,B,2023-Q2
Kyle Young,951 Poplar Avenue,Brookside,28,kyle.young@example.com,True,False,False,True,False,C,2023-Q3
Laura Scott,147 Fir Lane,Clifftown,35,laura.scott@example.com,False,False,True,False,True,D,2023-Q4
Michael Brown,258 Pine Street,Greenville,39,michael.brown@example.com,True,True,False,False,False,E,2022-Q4
Nina Clark,369 Maple Avenue,Sunnydale,32,nina.clark@example.com,False,False,False,True,True,F,2022-Q3
Oscar Reed,741 Oak Street,Riverbend,46,oscar.reed@example.com,True,False,True,False,False,G,2022-Q2
Paula Adams,852 Birch Lane,Hillcrest,30,paula.adams@example.com,False,True,False,False,True,H,2022-Q1
Patricia T. Johnson,987 Spruce Drive,Springfield,54,patricia.johnson@example.com,False,False,True,True,False,G,2023-Q2
Patrick Taylor,987 Spruce Drive,Springfield,52,patrick.taylor@example.com,False,False,True,False,False,G,2023-Q2
Patricia Taylor,987 Spruce Lane,Springfield,53,patricia.taylor2@example.com,False,True,True,True,False,G,2023-Q2
Patricia Taylor,987 Spruce Drive,Springfield,53,patricia.taylor3@example.com,True,False,True,True,False,G,2023-Q2
Patricia Taylor,987 Spruce Drive,Springfield,53,patricia.taylor4@example.com,False,False,True,True,True,G,2023-Q2
John Doe,123 Elm Street,Rivertown,45,john.doe@example.com,True,False,False,False,False,A,2023-Q1
Jane Smith,456 Oak Avenue,Lakeside,38,jane.smith@example.com,False,True,False,False,False,B,2023-Q3
Michael Brown,789 Pine Road,Hilltop,29,michael.brown@example.com,False,False,True,False,True,C,2023-Q4
Emily White,321 Maple Lane,Greenfield,34,emily.white@example.com,True,True,False,False,False,D,2022-Q4
David Black,654 Birch Boulevard,Riverbend,41,david.black@example.com,False,False,False,True,True,E,2023-Q2
Sophia Green,987 Cedar Street,Mountainview,27,sophia.green@example.com,True,False,True,False,False,F,2023-Q1
Liam Blue,159 Spruce Drive,Springfield,53,liam.blue@example.com,False,True,True,True,False,G,2023-Q2
Olivia Red,753 Willow Way,Seaside,36,olivia.red@example.com,False,False,False,True,False,H,2023-Q3
Noah Yellow,852 Cherry Circle,Valleyview,50,noah.yellow@example.com,True,True,True,False,False,A,2023-Q2
Ava Purple,951 Aspen Court,Brookside,31,ava.purple@example.com,False,False,False,False,True,B,2023-Q1
Ethan Orange,753 Poplar Street,Lakeside,39,ethan.orange@example.com,True,False,False,True,False,C,2023-Q4
Mia Pink,357 Fir Avenue,Hilltop,28,mia.pink@example.com,False,True,True,False,False,D,2023-Q3
Lucas Gray,159 Spruce Drive,Springfield,53,lucas.gray@example.com,False,False,True,True,False,G,2023-Q2
Charlotte Cyan,951 Pine Street,Rivertown,42,charlotte.cyan@example.com,True,False,False,False,True,E,2023-Q1
James Violet,654 Oak Road,Greenfield,37,james.violet@example.com,False,True,False,True,False,F,2023-Q2
Sarah Harris,810 Dogwood Drive,Brookside,36,sarah.harris@example.com,False,True,False,False,False,D,2023-Q4
Michael Harris,812 Dogwood Drive,Brookside,40,michael.harris@example.com,True,False,False,True,False,D,2023-Q4
Emily Harris,808 Dogwood Drive,Brookside,35,emily.harris@example.com,False,False,True,False,False,D,2023-Q4
David Harris,809 Dogwood Drive,Brookside,42,david.harris@example.com,True,False,False,False,True,D,2023-Q4
Jessica Harris,807 Dogwood Drive,Brookside,39,jessica.harris@example.com,False,False,False,True,False,D,2023-Q4
Alice Johnson,123 Maple Street,Greenfield,29,alice.johnson@example.com,False,True,False,False,False,A,2023-Q3
Bob Smith,456 Oak Avenue,Lakeside,45,bob.smith@example.com,True,False,False,False,False,B,2023-Q2
Catherine Lee,789 Pine Road,Hilltop,33,catherine.lee@example.com,False,False,True,False,False,C,2023-Q1
David Brown,101 Elm Street,Riverside,50,david.brown@example.com,False,False,False,True,False,E,2022-Q4
Ella White,202 Birch Lane,Meadowville,27,ella.white@example.com,False,False,False,False,True,F,2022-Q3
Frank Green,303 Cedar Court,Summerville,38,frank.green@example.com,True,False,False,False,False,G,2022-Q2
Grace Black,404 Spruce Drive,Woodland,31,grace.black@example.com,False,True,False,False,False,H,2022-Q1
Henry Blue,505 Willow Way,Seaside,44,henry.blue@example.com,False,False,True,False,False,A,2021-Q4
Ivy Red,606 Cherry Circle,Mountainview,36,ivy.red@example.com,False,False,False,True,False,B,2021-Q3
Jack Orange,707 Aspen Alley,Valleytown,29,jack.orange@example.com,False,False,False,False,True,C,2021-Q2
Karen Purple,808 Poplar Path,Cliffton,41,karen.purple@example.com,True,False,False,False,False,D,2021-Q1
Leo Yellow,909 Fir Lane,Bayview,34,leo.yellow@example.com,False,True,False,False,False,E,2020-Q4
Mia Pink,1010 Hemlock Street,Crestwood,28,mia.pink@example.com,False,False,True,False,False,F,2020-Q3
Nina Gray,1111 Juniper Avenue,Pinehill,37,nina.gray@example.com,False,False,False,True,False,G,2020-Q2
Oscar Silver,1212 Alder Road,Stonebridge,46,oscar.silver@example.com,False,False,False,False,True,H,2020-Q1
Evelyn Wright,654 Birch Boulevard,Gotham,28,evelyn.wright@example.com,False,False,True,True,False,D,2023-Q3
Evan Wright Jr.,654 Birch Boulevard,Gotham,32,evan.wright.jr@example.com,False,True,False,True,False,D,2023-Q3
Emma Wright,654 Birch Boulevard,Gotham,29,emma.wright@example.com,False,False,False,True,True,D,2023-Q3
Ethan Wright,654 Birch Boulevard,Gotham,31,ethan.wright@example.com,True,False,False,True,False,D,2023-Q3
Evan Wright Sr.,654 Birch Boulevard,Gotham,55,evan.wright.sr@example.com,False,False,False,True,False,D,2023-Q3
Alice Johnson,123 Maple Street,Metropolis,45,alice.johnson@example.com,True,False,False,False,False,A,2023-Q2
Bob Smith,456 Oak Avenue,Star City,38,bob.smith@example.com,False,True,False,False,False,B,2023-Q1
Charlie Brown,789 Pine Lane,Central City,50,charlie.brown@example.com,False,False,True,False,False,C,2023-Q4
Diana Prince,101 Elm Street,Themyscira,28,diana.prince@example.com,False,False,False,False,True,E,2023-Q3
Frank Castle,202 Cedar Road,Hell's Kitchen,40,frank.castle@example.com,True,True,False,False,False,F,2023-Q2
Grace Hopper,303 Spruce Drive,Silicon Valley,35,grace.hopper@example.com,False,False,True,False,True,G,2023-Q1
Hank Pym,404 Willow Way,Quantum Realm,60,hank.pym@example.com,False,True,False,True,False,H,2023-Q4
Ivy Green,505 Cypress Court,Emerald City,27,ivy.green@example.com,True,False,False,False,True,A,2023-Q3
Jack Frost,606 Aspen Alley,Winterfell,33,jack.frost@example.com,False,True,True,False,False,B,2023-Q2
Karen Page,707 Redwood Row,Hell's Kitchen,29,karen.page@example.com,False,False,False,True,True,C,2023-Q1
Luke Cage,808 Sequoia Street,Harlem,42,luke.cage@example.com,True,False,False,False,False,D,2023-Q4
Misty Knight,909 Fir Lane,Harlem,36,misty.knight@example.com,False,True,False,True,False,E,2023-Q3
Nina Simone,1010 Palm Place,Jazz City,48,nina.simone@example.com,False,False,True,False,True,F,2023-Q2
Oscar Wilde,1111 Bamboo Boulevard,Literature Town,39,oscar.wilde@example.com,True,False,False,False,False,G,2023-Q1
Peggy Carter,1212 Cherry Circle,London,34,peggy.carter@example.com,False,True,False,True,False,H,2023-Q4
Liam Thompson,444 Aspen Avenue,Hilltop,34,liam.thompson@example.com,False,False,True,False,False,B,2023-Q4
Sophia Thompson,444 Aspen Avenue,Hilltop,38,sophia.thompson@example.com,False,True,False,False,False,B,2023-Q4
Ethan Thompson,444 Aspen Avenue,Hilltop,40,ethan.thompson@example.com,True,False,False,False,False,B,2023-Q4
Olivia Thompson,444 Aspen Avenue,Hilltop,35,olivia.thompson@example.com,False,False,False,True,True,B,2023-Q4
Noah Thompson,444 Aspen Avenue,Hilltop,37,noah.thompson@example.com,False,False,False,True,False,B,2023-Q4
Ava Johnson,123 Maple Street,Riverside,29,ava.johnson@example.com,True,False,False,False,False,A,2023-Q3
James Smith,789 Oak Lane,Lakeside,45,james.smith@example.com,False,True,False,False,False,C,2023-Q2
Emma Brown,321 Pine Road,Meadowville,32,emma.brown@example.com,False,False,True,False,False,D,2023-Q1
Lucas White,654 Birch Boulevard,Summerville,28,lucas.white@example.com,False,False,False,True,False,E,2022-Q4
Isabella Green,987 Cedar Court,Brookfield,41,isabella.green@example.com,False,False,False,False,True,F,2022-Q3
Mason Lee,159 Spruce Street,Hillcrest,36,mason.lee@example.com,True,False,False,False,False,G,2022-Q2
Sophia Martinez,753 Willow Way,Greenville,30,sophia.martinez@example.com,False,True,False,False,False,H,2022-Q1
Oliver Davis,246 Elm Avenue,Springfield,39,oliver.davis@example.com,False,False,True,False,False,A,2021-Q4
Amelia Wilson,135 Poplar Street,Fairview,33,amelia.wilson@example.com,False,False,False,True,False,B,2021-Q3
Elijah Moore,864 Aspen Drive,Ridgewood,42,elijah.moore@example.com,False,False,False,False,True,C,2021-Q2
Charlotte Taylor,579 Chestnut Lane,Woodland,31,charlotte.taylor@example.com,True,False,False,False,False,D,2021-Q1
William Anderson,468 Fir Street,Clearwater,44,william.anderson@example.com,False,True,False,False,False,E,2020-Q4
Mia Clark,357 Redwood Road,Seaside,27,mia.clark@example.com,False,False,True,False,False,F,2020-Q3
Benjamin Harris,246 Cypress Avenue,Mountainview,38,benjamin.harris@example.com,False,False,False,True,False,G,2020-Q2
Evelyn Lewis,135 Juniper Street,Rivertown,35,evelyn.lewis@example.com,False,False,False,False,True,H,2020-Q1
Harley Harris,654 Juniper Street,Meadowland,27,harley.harris@example.com,False,False,True,False,False,F,2020-Q4
Hannah Harris,654 Juniper Street,Meadowland,24,hannah.harris@example.com,False,False,True,False,False,F,2020-Q4
Henry Harris,654 Juniper Street,Meadowland,29,henry.harris@example.com,False,False,True,False,False,F,2020-Q4
Hazel Harris,654 Juniper Street,Meadowland,31,hazel.harris@example.com,False,False,True,False,False,F,2020-Q4
Hudson Harris,654 Juniper Street,Meadowland,28,hudson.harris@example.com,False,False,True,False,False,F,2020-Q4
Avery Johnson,123 Maple Avenue,Springfield,34,avery.johnson@example.com,True,False,False,False,False,A,2021-Q1
Jordan Smith,456 Oak Lane,Rivertown,42,jordan.smith@example.com,False,True,False,False,False,B,2021-Q2
Morgan Lee,789 Pine Road,Lakeside,29,morgan.lee@example.com,False,False,False,True,False,C,2021-Q3
Taylor Brown,321 Birch Street,Hilltop,37,taylor.brown@example.com,False,False,False,False,True,D,2021-Q4
Casey White,654 Cedar Avenue,Valleyview,45,casey.white@example.com,True,True,False,False,False,E,2022-Q1
Riley Green,987 Elm Street,Brookside,31,riley.green@example.com,False,False,True,True,False,G,2022-Q2
Alex Taylor,159 Spruce Lane,Riverside,28,alex.taylor@example.com,False,True,True,False,False,H,2022-Q3
Jamie Morgan,753 Willow Way,Seaside,39,jamie.morgan@example.com,True,False,False,True,False,A,2022-Q4
Drew Parker,852 Aspen Drive,Mountainview,36,drew.parker@example.com,False,True,False,True,False,B,2023-Q1
Quinn Adams,951 Redwood Road,Forestville,33,quinn.adams@example.com,True,False,True,False,False,C,2023-Q2
Skylar Brooks,147 Cypress Court,Clifftown,40,skylar.brooks@example.com,False,False,False,True,True,D,2023-Q3
Peyton Carter,369 Poplar Street,Bayview,38,peyton.carter@example.com,True,True,False,False,False,E,2023-Q4
Reese Bailey,258 Fir Avenue,Summerville,35,reese.bailey@example.com,False,True,True,False,False,F,2024-Q1
Charlie Jordan,369 Palm Drive,Coastline,32,charlie.jordan@example.com,True,False,False,True,False,G,2024-Q2
Dakota Kelly,741 Magnolia Boulevard,Sunset,41,dakota.kelly@example.com,False,True,False,False,True,H,2024-Q3
Jessica Teal,369 Cypress Street,Turquoise City,38,jessica.teal@example.com,False,True,True,False,False,E,2023-Q4
John Teal,369 Cypress Street,Turquoise City,45,john.teal@example.com,True,False,False,True,False,E,2023-Q3
Emily Teal,369 Cypress Street,Turquoise City,40,emily.teal@example.com,False,True,False,False,True,E,2023-Q2
Michael Teal,369 Cypress Street,Turquoise City,50,michael.teal@example.com,True,True,False,False,False,E,2023-Q1
Sarah Teal,369 Cypress Street,Turquoise City,35,sarah.teal@example.com,False,False,True,False,True,E,2023-Q4
Alice Brown,123 Maple Avenue,Emerald Town,29,alice.brown@example.com,True,False,False,True,False,A,2023-Q1
Bob Smith,456 Oak Lane,Ruby City,34,bob.smith@example.com,False,True,True,False,False,B,2023-Q2
Catherine Green,789 Pine Road,Sapphire Village,41,catherine.green@example.com,False,False,False,True,True,C,2023-Q3
David White,321 Birch Street,Amethyst Town,27,david.white@example.com,True,True,False,False,False,D,2023-Q4
Ella Black,654 Cedar Avenue,Topaz City,30,ella.black@example.com,False,False,True,True,False,F,2023-Q1
Frank Gray,987 Spruce Lane,Opal Town,36,frank.gray@example.com,True,False,False,False,True,G,2023-Q2
Grace White,159 Elm Street,Quartz City,32,grace.white@example.com,False,True,False,True,False,H,2023-Q3
Henry Blue,753 Willow Road,Jade Village,28,henry.blue@example.com,True,False,True,False,False,A,2023-Q4
Ivy Red,852 Ash Avenue,Garnet Town,33,ivy.red@example.com,False,False,False,True,True,B,2023-Q1
Jack Orange,951 Fir Street,Citrine City,39,jack.orange@example.com,True,True,False,False,False,C,2023-Q2
Kara Purple,147 Poplar Lane,Peridot Town,31,kara.purple@example.com,False,False,True,False,True,D,2023-Q3
Liam Yellow,258 Chestnut Avenue,Amber City,37,liam.yellow@example.com,True,False,False,True,False,E,2023-Q4
Mia Pink,369 Cypress Street,Turquoise City,42,mia.pink@example.com,False,True,False,False,True,F,2023-Q1
Noah Indigo,753 Willow Road,Jade Village,29,noah.indigo@example.com,True,False,True,False,False,G,2023-Q2
Olivia Violet,852 Ash Avenue,Garnet Town,34,olivia.violet@example.com,False,False,False,True,True,H,2023-Q3
Daniel Clark,753 Willow Way,Lakeside,32,daniel.clark@example.com,False,True,False,False,True,A,2023-Q4
Diana Clark,753 Willow Way,Lakeside,28,diana.clark@example.com,True,False,True,False,False,A,2023-Q3
David Clarke,754 Willow Way,Lakeside,30,david.clarke@example.com,True,False,False,True,False,A,2023-Q4
Daisy Clark,753 Willow Way,Lakeside,29,daisy.clark@example.com,False,False,True,False,True,A,2023-Q2
David Clark Jr.,753 Willow Way,Lakeside,25,david.clark.jr@example.com,True,False,False,False,True,A,2023-Q1
Emily Johnson,123 Maple Street,Springfield,45,emily.johnson@example.com,False,True,False,False,False,B,2023-Q2
Michael Smith,456 Oak Avenue,Rivertown,38,michael.smith@example.com,True,False,False,True,False,C,2023-Q1
Sarah Brown,789 Pine Lane,Hilltop,29,sarah.brown@example.com,False,False,True,False,True,D,2023-Q3
James Wilson,321 Birch Road,Lakeside,50,james.wilson@example.com,True,True,False,False,False,E,2023-Q4
Olivia Martinez,654 Cedar Street,Rivertown,34,olivia.martinez@example.com,False,False,True,True,False,F,2023-Q2
William Davis,987 Elm Avenue,Springfield,42,william.davis@example.com,True,False,False,False,True,G,2023-Q1
Sophia Garcia,159 Spruce Drive,Hilltop,27,sophia.garcia@example.com,False,True,False,False,True,H,2023-Q3
Ethan Martinez,753 Willow Way,Lakeside,31,ethan.martinez@example.com,True,False,False,False,True,A,2023-Q4
Isabella Thompson,246 Maple Street,Rivertown,36,isabella.thompson@example.com,False,False,True,False,False,B,2023-Q2
Liam White,135 Oak Avenue,Springfield,40,liam.white@example.com,True,True,False,False,False,C,2023-Q1
Mia Harris,864 Pine Lane,Hilltop,33,mia.harris@example.com,False,False,False,True,True,D,2023-Q3
Noah Clark,753 Willow Way,Lakeside,35,noah.clark@example.com,True,False,False,False,True,A,2023-Q4
Ava Lewis,753 Willow Way,Lakeside,30,ava.lewis@example.com,False,True,False,False,True,A,2023-Q4
Lucas Walker,753 Willow Way,Lakeside,28,lucas.walker@example.com,True,False,False,False,True,A,2023-Q4
Charlotte Hall,753 Willow Way,Lakeside,32,charlotte.hall@example.com,False,True,False,False,True,A,2023-Q4
Rebecca Clark,777 Redwood Drive,Seaside,35,rebecca.clark@example.com,False,True,False,False,False,E,2024-Q3
Benjamin Clarke,777 Redwood Drive,Seaside,37,ben.clarke@example.com,False,True,False,False,False,E,2024-Q3
Ben Clark,777 Redwood Drive,Seaside,38,ben.clark@example.com,False,True,False,False,False,E,2024-Q3
Benjamin Clark,778 Redwood Drive,Seaside,37,benjamin.clark2@example.com,False,True,False,False,False,E,2024-Q3
Benjamin Clark,777 Redwood Drive,Seaside,37,b.clark@example.com,False,True,False,False,False,E,2024-Q3
Alice Johnson,123 Maple Street,Springfield,29,alice.johnson@example.com,True,False,False,False,False,A,2023-Q4
John Doe,456 Oak Avenue,Rivertown,45,john.doe@example.com,False,False,True,False,False,B,2023-Q2
Emily Smith,789 Pine Lane,Lakeside,32,emily.smith@example.com,False,False,False,True,False,C,2023-Q1
Michael Brown,101 Birch Road,Hilltop,50,michael.brown@example.com,False,False,False,False,True,D,2022-Q4
Jessica White,202 Cedar Street,Valleyview,27,jessica.white@example.com,True,False,False,False,False,F,2022-Q3
David Green,303 Elm Avenue,Mountainville,40,david.green@example.com,False,True,False,False,False,G,2022-Q2
Sophia Black,404 Spruce Drive,Foresthill,36,sophia.black@example.com,False,False,True,False,False,H,2022-Q1
James Wilson,505 Willow Lane,Riverbend,42,james.wilson@example.com,True,False,False,False,False,A,2021-Q4
Olivia Martinez,606 Aspen Road,Seaview,31,olivia.martinez@example.com,False,False,False,True,False,B,2021-Q3
Liam Davis,707 Fir Street,Clifftown,39,liam.davis@example.com,False,True,False,False,False,C,2021-Q2
Emma Garcia,808 Poplar Avenue,Bayview,28,emma.garcia@example.com,False,False,False,False,True,D,2021-Q1
Noah Martinez,909 Cypress Lane,Hillcrest,34,noah.martinez@example.com,True,False,False,False,False,E,2020-Q4
Ava Thompson,1010 Redwood Drive,Seaside,37,ava.thompson@example.com,False,True,False,False,False,F,2020-Q3
William Anderson,1111 Maple Street,Springfield,29,william.anderson@example.com,False,False,True,False,False,G,2020-Q2
Isabella Lee,1212 Oak Avenue,Rivertown,45,isabella.lee@example.com,False,False,False,True,False,H,2020-Q1
Amelia Blue,258 Redwood Road,Opal City,27,amelia.blue@example.com,False,False,True,False,False,E,2020-Q4
Amelia Indigo,260 Redwood Road,Opal City,26,amelia.indigo2@example.com,False,False,True,False,False,E,2020-Q4
Amelia Indigo,258 Redwood Lane,Opal City,26,amelia.indigo3@example.com,False,False,True,False,False,E,2020-Q4
Amelia Indigo,258 Redwood Road,Opal Town,26,amelia.indigo4@example.com,False,False,True,False,False,E,2020-Q4
Amelia Indigo,258 Redwood Road,Opal City,27,amelia.indigo5@example.com,False,False,True,False,False,E,2020-Q4
John Smith,123 Elm Street,Maple Town,34,john.smith@example.com,True,False,False,False,False,A,2021-Q1
Jane Doe,456 Oak Avenue,Pine City,29,jane.doe@example.com,False,True,False,False,False,B,2021-Q2
Michael Brown,789 Birch Boulevard,Cedar Town,42,michael.brown@example.com,False,False,False,True,False,C,2021-Q3
Emily White,321 Spruce Lane,Fir City,37,emily.white@example.com,False,False,False,False,True,D,2021-Q4
Chris Green,654 Pine Street,Willow Town,45,chris.green@example.com,True,True,False,False,False,F,2022-Q1
Patricia Black,987 Cedar Avenue,Maple City,31,patricia.black@example.com,False,False,True,True,False,G,2022-Q2
Robert Gray,159 Ash Road,Birch Town,28,robert.gray@example.com,False,True,True,False,False,H,2022-Q3
Linda Violet,753 Willow Lane,Spruce City,39,linda.violet@example.com,True,False,False,True,False,A,2022-Q4
James Orange,852 Maple Street,Oak Town,33,james.orange@example.com,False,True,False,True,False,B,2023-Q1
Sophia Pink,951 Fir Avenue,Elm City,30,sophia.pink@example.com,True,False,True,False,False,C,2023-Q2
Liam Yellow,147 Oak Road,Cedar City,36,liam.yellow@example.com,False,False,False,True,True,D,2023-Q3
Olivia Red,258 Birch Lane,Pine Town,41,olivia.red@example.com,True,True,False,False,False,E,2023-Q4
